"ensembl_gene_id","gene_symbol","description","gene_biotype","chromosome","start","end"
"FBgn0267746","lncRNA:CR46077","long non-coding RNA:CR46077","ncRNA","3R",28137647,28137965
"FBgn0267747","lncRNA:CR46078","long non-coding RNA:CR46078","ncRNA","3R",28146392,28146962
"FBgn0267748","lncRNA:CR46079","long non-coding RNA:CR46079","ncRNA","3R",28152964,28153752
"FBgn0267749","lncRNA:CR46080","long non-coding RNA:CR46080","ncRNA","3R",28153301,28153759
"FBgn0267750","asRNA:CR46081","antisense RNA:CR46081","ncRNA","3R",15275601,15276217
"FBgn0267751","asRNA:CR46082","antisense RNA:CR46082","ncRNA","3R",30135008,30137581
"FBgn0267752","lncRNA:CR46083","long non-coding RNA:CR46083","ncRNA","3R",26509539,26510100
"FBgn0267753","lncRNA:CR46084","long non-coding RNA:CR46084","ncRNA","3R",26541292,26543209
"FBgn0267754","lncRNA:CR46085","long non-coding RNA:CR46085","ncRNA","3R",27245333,27245701
"FBgn0267755","lncRNA:CR46086","long non-coding RNA:CR46086","ncRNA","3R",27503393,27504101
"FBgn0267756","lncRNA:CR46087","long non-coding RNA:CR46087","ncRNA","3R",27999622,28000302
"FBgn0267757","lncRNA:CR46088","long non-coding RNA:CR46088","ncRNA","3R",22928593,22929129
"FBgn0267758","asRNA:CR46089","antisense RNA:CR46089","ncRNA","3R",23052916,23057984
"FBgn0267759","lncRNA:CR46090","long non-coding RNA:CR46090","ncRNA","3R",23333504,23333803
"FBgn0267760","asRNA:CR46091","antisense RNA:CR46091","ncRNA","3R",23746311,23747148
"FBgn0267761","asRNA:CR46092","antisense RNA:CR46092","ncRNA","3R",23957305,23958388
"FBgn0267762","asRNA:CR46093","antisense RNA:CR46093","ncRNA","3R",24318816,24319782
"FBgn0267763","lncRNA:CR46094","long non-coding RNA:CR46094","ncRNA","3R",24573770,24574304
"FBgn0267764","lncRNA:CR46095","long non-coding RNA:CR46095","ncRNA","3R",24607271,24607795
"FBgn0267765","asRNA:CR46096","antisense RNA:CR46096","ncRNA","3R",24815759,24817131
"FBgn0267766","asRNA:CR46097","antisense RNA:CR46097","ncRNA","3R",24924416,24925344
"FBgn0267767","lncRNA:CR46098","long non-coding RNA:CR46098","ncRNA","3R",25137701,25138001
"FBgn0267768","asRNA:CR46099","antisense RNA:CR46099","ncRNA","3R",25262182,25262636
"FBgn0267769","lncRNA:CR46100","long non-coding RNA:CR46100","ncRNA","3R",25553703,25554335
"FBgn0267770","asRNA:CR46101","antisense RNA:CR46101","ncRNA","3R",25657393,25658274
"FBgn0267771","lncRNA:CR46102","long non-coding RNA:CR46102","ncRNA","3R",25738027,25738689
"FBgn0267772","lncRNA:CR46103","long non-coding RNA:CR46103","ncRNA","3R",28302913,28303571
"FBgn0267773","asRNA:CR46104","antisense RNA:CR46104","ncRNA","3R",28336889,28337629
"FBgn0267774","asRNA:CR46105","antisense RNA:CR46105","ncRNA","3R",28340412,28340800
"FBgn0267775","lncRNA:CR46106","long non-coding RNA:CR46106","ncRNA","3R",28427094,28427990
"FBgn0267776","asRNA:CR46107","antisense RNA:CR46107","ncRNA","3R",29054343,29055703
"FBgn0267777","lncRNA:CR46108","long non-coding RNA:CR46108","ncRNA","3R",29719713,29721191
"FBgn0267778","asRNA:CR46109","antisense RNA:CR46109","ncRNA","3R",29745209,29746083
"FBgn0267779","lncRNA:CR46110","long non-coding RNA:CR46110","ncRNA","3R",29774324,29775051
"FBgn0267780","lncRNA:CR46111","long non-coding RNA:CR46111","ncRNA","3R",30026218,30026872
"FBgn0267781","lncRNA:CR46112","long non-coding RNA:CR46112","ncRNA","3R",30106997,30107532
"FBgn0267782","lncRNA:CR46113","long non-coding RNA:CR46113","ncRNA","3R",30272762,30273555
"FBgn0267783","lncRNA:CR46114","long non-coding RNA:CR46114","ncRNA","3R",30357255,30358138
"FBgn0267785","lncRNA:CR46116","long non-coding RNA:CR46116","ncRNA","3R",30984809,30985135
"FBgn0267786","lncRNA:CR46117","long non-coding RNA:CR46117","ncRNA","3R",30992803,30993615
"FBgn0267787","lncRNA:CR46118","long non-coding RNA:CR46118","ncRNA","3R",31345139,31345746
"FBgn0267788","lncRNA:CR46119","long non-coding RNA:CR46119","ncRNA","3R",31570983,31571281
"FBgn0267789","lncRNA:CR46120","long non-coding RNA:CR46120","ncRNA","3R",31568103,31569097
"FBgn0267790","rump","rumpelstiltskin","protein_coding","3R",9505853,9510324
"FBgn0267791","HnRNP-K","Heterogeneous nuclear ribonucleoprotein K","protein_coding","2R",20587551,20606854
"FBgn0267792","rgr","regular","protein_coding","2R",8600415,8612295
"FBgn0267793","lncRNA:CR45232","long non-coding RNA:CR45232","ncRNA","2R",16297449,16306695
"FBgn0267794","lncRNA:CR43174","long non-coding RNA:CR43174","ncRNA","3L",17934032,17946114
"FBgn0267795","Frl","Formin-like","protein_coding","3L",14053215,14071583
"FBgn0267796","Tmc","Transmembrane channel-like","protein_coding","3L",9597764,9614001
"FBgn0267797","lncRNA:CR46122","long non-coding RNA:CR46122","ncRNA","3R",1865108,1866008
"FBgn0267798","lncRNA:CR46123","long non-coding RNA:CR46123","ncRNA","3R",1366234,1366601
"FBgn0267799","lncRNA:CR46124","long non-coding RNA:CR46124","ncRNA","3R",8612711,8613030
"FBgn0267800","lncRNA:CR46125","long non-coding RNA:CR46125","ncRNA","3R",8460241,8461200
"FBgn0267801","lncRNA:CR46126","long non-coding RNA:CR46126","ncRNA","3R",8413803,8414185
"FBgn0267802","lncRNA:CR46127","long non-coding RNA:CR46127","ncRNA","3R",7883693,7884441
"FBgn0267803","asRNA:CR46128","antisense RNA:CR46128","ncRNA","3R",7537842,7541279
"FBgn0267804","asRNA:CR46129","antisense RNA:CR46129","ncRNA","3R",7544843,7545250
"FBgn0267805","lncRNA:CR46130","long non-coding RNA:CR46130","ncRNA","3R",7315399,7315661
"FBgn0267806","lncRNA:CR46131","long non-coding RNA:CR46131","ncRNA","3R",6585431,6586105
"FBgn0267807","lncRNA:CR46132","long non-coding RNA:CR46132","ncRNA","3R",6554317,6554999
"FBgn0267808","asRNA:CR46133","antisense RNA:CR46133","ncRNA","3R",5858195,5858894
"FBgn0267809","asRNA:CR46134","antisense RNA:CR46134","ncRNA","3R",5662901,5665032
"FBgn0267810","asRNA:CR46135","antisense RNA:CR46135","ncRNA","3R",5613280,5616308
"FBgn0267811","asRNA:CR46136","antisense RNA:CR46136","ncRNA","3R",5560472,5561573
"FBgn0267812","asRNA:CR46137","antisense RNA:CR46137","ncRNA","3R",4737500,4737908
"FBgn0267813","asRNA:CR46138","antisense RNA:CR46138","ncRNA","3R",4434624,4436101
"FBgn0267814","asRNA:CR46139","antisense RNA:CR46139","ncRNA","3R",4393350,4394493
"FBgn0267815","asRNA:CR46140","antisense RNA:CR46140","ncRNA","3R",4309944,4310869
"FBgn0267816","lncRNA:CR46141","long non-coding RNA:CR46141","ncRNA","3R",3697234,3697640
"FBgn0267817","lncRNA:CR46142","long non-coding RNA:CR46142","ncRNA","3R",7997606,7998352
"FBgn0267818","lncRNA:CR46143","long non-coding RNA:CR46143","ncRNA","3R",7995985,7997435
"FBgn0267819","asRNA:CR46144","antisense RNA:CR46144","ncRNA","3R",9795008,9796050
"FBgn0267820","asRNA:CR46145","antisense RNA:CR46145","ncRNA","3R",9393890,9394737
"FBgn0267821","da","daughterless","protein_coding","2L",10388105,10393228
"FBgn0267823","Gmer","GDP-4-keto-6-deoxy-D-mannose 3,5-epimerase/4-reductase","protein_coding","2R",22887574,22888857
"FBgn0267824","PRAS40","Proline-rich Akt substrate 40 kDa","protein_coding","2R",14481187,14497312
"FBgn0267826","lncRNA:CR46147","long non-coding RNA:CR46147","ncRNA","X",16645867,16646167
"FBgn0267827","lncRNA:CR46148","long non-coding RNA:CR46148","ncRNA","2L",588048,588784
"FBgn0267828","Fatp1","Fatty acid transport protein 1","protein_coding","2L",10510672,10517218
"FBgn0267849","Syx7","Syntaxin 7","protein_coding","3L",21445834,21448128
"FBgn0267861","Maf1","Maf1","protein_coding","2R",1512810,1527095
"FBgn0267862","CR46150","","pseudogene","Y",3258406,3259223
"FBgn0267863","CR46151","","pseudogene","Y",3264145,3264418
"FBgn0267864","CR46152","","pseudogene","Y",3272835,3273532
"FBgn0267865","lncRNA:CR46153","long non-coding RNA:CR46153","ncRNA","3R",14598223,14598517
"FBgn0267866","CR46154","","pseudogene","3R",12504977,12505250
"FBgn0267867","CR46155","","pseudogene","3R",12508260,12508533
"FBgn0267868","lncRNA:CR46156","long non-coding RNA:CR46156","ncRNA","X",4313626,4314216
"FBgn0267869","CR46157","","pseudogene","Y",3059061,3059480
"FBgn0267870","CR46158","","pseudogene","Y",3061391,3062109
"FBgn0267871","CR46159","","pseudogene","Y",3071943,3072466
"FBgn0267872","CR46160","","pseudogene","Y",3084618,3085392
"FBgn0267873","CR46161","","pseudogene","Y",3074924,3075180
"FBgn0267874","CR46162","","pseudogene","Y",3085424,3085676
"FBgn0267875","CR46163","","pseudogene","Y",3091730,3091891
"FBgn0267876","CR46164","","pseudogene","Y",3093052,3093817
"FBgn0267877","CR46165","","pseudogene","Y",3093855,3094575
"FBgn0267878","CR46166","","pseudogene","Y",3110839,3111104
"FBgn0267879","CR46167","","pseudogene","Y",3113044,3113644
"FBgn0267880","CR46168","","pseudogene","Y",3113685,3114094
"FBgn0267881","CR46169","","pseudogene","Y",3134941,3135206
"FBgn0267882","CR46170","","pseudogene","Y",3136899,3137576
"FBgn0267883","CR46171","","pseudogene","Y",3137617,3138026
"FBgn0267884","CR46172","","pseudogene","Y",3164949,3165401
"FBgn0267885","CR46173","","pseudogene","Y",3165390,3166079
"FBgn0267886","CR46174","","pseudogene","Y",3167772,3168037
"FBgn0267887","CR46175","","pseudogene","Y",3185268,3185720
"FBgn0267888","CR46176","","pseudogene","Y",3185709,3186398
"FBgn0267889","CR46177","","pseudogene","Y",3188367,3188632
"FBgn0267890","CR46178","","pseudogene","Y",3191215,3191491
"FBgn0267891","CR46179","","pseudogene","Y",3203123,3203840
"FBgn0267892","CR46180","","pseudogene","Y",3203881,3204640
"FBgn0267893","CR46181","","pseudogene","Y",3205803,3205967
"FBgn0267894","CR46182","","pseudogene","Y",3212762,3213536
"FBgn0267895","CR46183","","pseudogene","Y",3218291,3218817
"FBgn0267896","CR46184","","pseudogene","Y",3228674,3229392
"FBgn0267897","CR46185","","pseudogene","Y",3229424,3230181
"FBgn0267898","CR46186","","pseudogene","Y",3231310,3231723
"FBgn0267899","CR46187","","pseudogene","Y",3060612,3061377
"FBgn0267900","CR46188","","pseudogene","Y",3236012,3237041
"FBgn0267901","CR46189","","pseudogene","Y",3241623,3242076
"FBgn0267902","CR46190","","pseudogene","Y",3242065,3242646
"FBgn0267903","CG46191","","protein_coding","Y",3215547,3215855
"FBgn0267904","CG46192","","protein_coding","Y",3252956,3253357
"FBgn0267905","CG46193","","protein_coding","Y",3263180,3263488
"FBgn0267910","lncRNA:CR34335","long non-coding RNA:CR34335","ncRNA","X",3545750,3546110
"FBgn0267912","CanA-14F","Calcineurin A at 14F","protein_coding","X",16560684,16587172
"FBgn0267913","asRNA:CR46194","antisense RNA:CR46194","ncRNA","2R",12169558,12171706
"FBgn0267914","asRNA:CR46195","antisense RNA:CR46195","ncRNA","X",8564408,8565178
"FBgn0267915","lncRNA:CR46196","long non-coding RNA:CR46196","ncRNA","2L",7094515,7095248
"FBgn0267916","lncRNA:CR46197","long non-coding RNA:CR46197","ncRNA","3L",15758026,15759201
"FBgn0267917","lncRNA:CR46198","long non-coding RNA:CR46198","ncRNA","3L",5085580,5086229
"FBgn0267918","lncRNA:CR46199","long non-coding RNA:CR46199","ncRNA","3R",14911205,14911982
"FBgn0267919","lncRNA:CR46200","long non-coding RNA:CR46200","ncRNA","3L",901888,902396
"FBgn0267921","lncRNA:CR46202","long non-coding RNA:CR46202","ncRNA","2L",22046601,22047243
"FBgn0267922","lncRNA:CR46203","long non-coding RNA:CR46203","ncRNA","3R",12256936,12257638
"FBgn0267923","lncRNA:CR46204","long non-coding RNA:CR46204","ncRNA","2L",17450494,17452384
"FBgn0267924","lncRNA:CR46205","long non-coding RNA:CR46205","ncRNA","2L",7404747,7404973
"FBgn0267925","lncRNA:CR46206","long non-coding RNA:CR46206","ncRNA","2L",12767717,12768765
"FBgn0267926","lncRNA:CR46207","long non-coding RNA:CR46207","ncRNA","3R",31131542,31132033
"FBgn0267927","lncRNA:CR46208","long non-coding RNA:CR46208","ncRNA","2L",9663744,9668501
"FBgn0267928","lncRNA:CR46209","long non-coding RNA:CR46209","ncRNA","2L",19215451,19215967
"FBgn0267929","lncRNA:CR46210","long non-coding RNA:CR46210","ncRNA","2L",7176037,7176624
"FBgn0267930","lncRNA:CR46211","long non-coding RNA:CR46211","ncRNA","X",16191134,16191631
"FBgn0267932","lncRNA:CR46212","long non-coding RNA:CR46212","ncRNA","3L",10603772,10604509
"FBgn0267933","lncRNA:CR46213","long non-coding RNA:CR46213","ncRNA","3L",15319923,15320356
"FBgn0267934","lncRNA:CR46214","long non-coding RNA:CR46214","ncRNA","3L",16759393,16762683
"FBgn0267935","lncRNA:CR46215","long non-coding RNA:CR46215","ncRNA","3L",18428524,18429255
"FBgn0267936","lncRNA:CR46216","long non-coding RNA:CR46216","ncRNA","3L",19243755,19251653
"FBgn0267937","lncRNA:CR46217","long non-coding RNA:CR46217","ncRNA","3R",12833127,12833725
"FBgn0267938","lncRNA:CR46218","long non-coding RNA:CR46218","ncRNA","3R",12873131,12874445
"FBgn0267939","lncRNA:CR46219","long non-coding RNA:CR46219","ncRNA","3R",30715125,30716848
"FBgn0267940","lncRNA:CR46220","long non-coding RNA:CR46220","ncRNA","3R",30904968,30905532
"FBgn0267941","lncRNA:CR46221","long non-coding RNA:CR46221","ncRNA","3R",6037787,6038372
"FBgn0267944","lncRNA:CR46224","long non-coding RNA:CR46224","ncRNA","3R",7318988,7319232
"FBgn0267945","lncRNA:CR46225","long non-coding RNA:CR46225","ncRNA","3R",7774029,7774583
"FBgn0267946","lncRNA:CR46226","long non-coding RNA:CR46226","ncRNA","3R",7775410,7775768
"FBgn0267947","lncRNA:CR46227","long non-coding RNA:CR46227","ncRNA","3L",22708936,22709918
"FBgn0267948","lncRNA:CR46228","long non-coding RNA:CR46228","ncRNA","3R",8517043,8517384
"FBgn0267949","lncRNA:CR46229","long non-coding RNA:CR46229","ncRNA","2R",10671648,10672622
"FBgn0267950","lncRNA:CR46230","long non-coding RNA:CR46230","ncRNA","3L",10796802,10797361
"FBgn0267951","lncRNA:CR46231","long non-coding RNA:CR46231","ncRNA","3L",10797626,10798408
"FBgn0267952","CR46232","","pseudogene","3R",28638621,28639910
"FBgn0267953","lncRNA:CR46233","long non-coding RNA:CR46233","ncRNA","3R",26637805,26639515
"FBgn0267954","lncRNA:CR46234","long non-coding RNA:CR46234","ncRNA","2R",18815654,18816452
"FBgn0267955","lncRNA:CR46235","long non-coding RNA:CR46235","ncRNA","2R",17245061,17245501
"FBgn0267956","lncRNA:CR46236","long non-coding RNA:CR46236","ncRNA","3R",30630387,30631430
"FBgn0267957","lncRNA:CR46237","long non-coding RNA:CR46237","ncRNA","2R",12900881,12901613
"FBgn0267958","lncRNA:CR46238","long non-coding RNA:CR46238","ncRNA","3R",12744672,12745388
"FBgn0267959","lncRNA:CR46239","long non-coding RNA:CR46239","ncRNA","3R",13864597,13865095
"FBgn0267960","lncRNA:CR46240","long non-coding RNA:CR46240","ncRNA","3L",11317704,11318357
"FBgn0267961","lncRNA:CR46241","long non-coding RNA:CR46241","ncRNA","3L",12286342,12286683
"FBgn0267962","lncRNA:CR46242","long non-coding RNA:CR46242","ncRNA","X",14097599,14097965
"FBgn0267963","lncRNA:CR46243","long non-coding RNA:CR46243","ncRNA","X",3363686,3364060
"FBgn0267964","CG46244","","protein_coding","2L",19606569,19731561
"FBgn0267965","lncRNA:CR46245","long non-coding RNA:CR46245","ncRNA","X",7134517,7135480
"FBgn0267966","asRNA:CR46246","antisense RNA:CR46246","ncRNA","3L",9597171,9598375
"FBgn0267967","corolla","corolla","protein_coding","X",17629791,17632047
"FBgn0267969","lncRNA:CR46247","long non-coding RNA:CR46247","ncRNA","X",4062859,4064506
"FBgn0267970","lncRNA:CR46248","long non-coding RNA:CR46248","ncRNA","X",1299770,1300333
"FBgn0267972","Der-1","Derlin-1","protein_coding","2L",1973957,1975413
"FBgn0267975","vib","vibrator","protein_coding","3R",19215434,19226651
"FBgn0267976","Tim23","Translocase of inner mitochondrial membrane 23","protein_coding","2L",23312465,23313578
"FBgn0267977","mh","maternal haploid","protein_coding","X",15472804,15475400
"FBgn0267978","ap","apterous","protein_coding","2R",5706202,5727525
"FBgn0267982","lncRNA:CR46249","long non-coding RNA:CR46249","ncRNA","3L",550297,551010
"FBgn0267983","lncRNA:CR46250","long non-coding RNA:CR46250","ncRNA","3L",27364828,27365990
"FBgn0267984","asRNA:CR46251","antisense RNA:CR46251","ncRNA","3L",12806687,12808545
"FBgn0267985","lncRNA:CR46252","long non-coding RNA:CR46252","ncRNA","3L",27135184,27135726
"FBgn0267986","lncRNA:CR46253","long non-coding RNA:CR46253","ncRNA","2L",23239253,23240411
"FBgn0267987","lncRNA:CR46254","long non-coding RNA:CR46254","ncRNA","2L",54817,55767
"FBgn0267988","asRNA:CR46255","antisense RNA:CR46255","ncRNA","3R",4235294,4235973
"FBgn0267989","asRNA:CR46256","antisense RNA:CR46256","ncRNA","2L",13174227,13175365
"FBgn0267990","lncRNA:CR46257","long non-coding RNA:CR46257","ncRNA","2R",9578905,9579271
"FBgn0267991","lncRNA:CR46258","long non-coding RNA:CR46258","ncRNA","2L",490835,492649
"FBgn0267992","lncRNA:CR46259","long non-coding RNA:CR46259","ncRNA","2L",500873,502236
"FBgn0267993","lncRNA:CR46260","long non-coding RNA:CR46260","ncRNA","2L",721985,724833
"FBgn0267994","asRNA:CR46261","antisense RNA:CR46261","ncRNA","3R",22314543,22315162
"FBgn0267995","asRNA:CR46262","antisense RNA:CR46262","ncRNA","2L",283807,284255
"FBgn0267996","asRNA:CR46263","antisense RNA:CR46263","ncRNA","2L",286383,288292
"FBgn0268063","ltl","larval translucida","protein_coding","3L",7518997,7528013
"FBgn0270924","zf30C","zinc finger protein 30C","protein_coding","2L",9758342,9762375
"FBgn0270925","CG4836","","protein_coding","3R",20013872,20018248
"FBgn0270926","AsnS","Asparagine synthetase","protein_coding","3L",21173118,21174973
"FBgn0270927","betaGlu","beta glucuronidase","protein_coding","3R",31769293,31771848
"FBgn0270928","VAChT","Vesicular acetylcholine transporter","protein_coding","3R",18705501,18718916
"FBgn0275432","asRNA:CR46264","antisense RNA:CR46264","ncRNA","2L",11070785,11071466
"FBgn0275433","lncRNA:CR46265","long non-coding RNA:CR46265","ncRNA","3R",18719623,18719998
"FBgn0275434","asRNA:CR46266","antisense RNA:CR46266","ncRNA","3L",13840611,13842198
"FBgn0275436","PheRS-m","Phenylalanyl-tRNA synthetase, mitochondrial","protein_coding","2R",13968308,13969902
"FBgn0278597","lncRNA:CR46267","long non-coding RNA:CR46267","ncRNA","3R",16951907,16953770
"FBgn0278598","lncRNA:CR46268","long non-coding RNA:CR46268","ncRNA","2L",22538230,22548452
"FBgn0278599","asRNA:CR46269","antisense RNA:CR46269","ncRNA","2R",5957588,5959299
"FBgn0278600","CG46270","","protein_coding","3R",10428137,10428424
"FBgn0278604","dmt","dalmatian","protein_coding","3R",9711142,9714675
"FBgn0278608","Dsp1","Dorsal switch protein 1","protein_coding","X",16333612,16340624
"FBgn0283426","lncRNA:acal","long non-coding RNA:acal","ncRNA","2R",10544925,10547260
"FBgn0283427","FASN1","Fatty acid synthase 1","protein_coding","2L",3056598,3068177
"FBgn0283428","lncRNA:CR46271","long non-coding RNA:CR46271","ncRNA","2R",18541144,18542454
"FBgn0283429","CR46272","","pseudogene","X",20202076,20203054
"FBgn0283430","CR46273","","pseudogene","X",20209746,20210724
"FBgn0283431","CR46274","","pseudogene","X",20217402,20218376
"FBgn0283432","SdicA","Sperm-specific dynein intermediate chain A","protein_coding","X",20197319,20201933
"FBgn0283433","SdicB","Sperm-specific dynein intermediate chain B","protein_coding","X",20205043,20209603
"FBgn0283434","SdicC","Sperm-specific dynein intermediate chain C","protein_coding","X",20212738,20217259
"FBgn0283435","CR46279","","pseudogene","Y",3250355,3251252
"FBgn0283437","PPO1","Prophenoloxidase 1","protein_coding","2R",17887220,17889973
"FBgn0283438","CG46280","TraB domain containing [Source:MGI Symbol;Acc:MGI:1915226]","protein_coding","3R",13026283,13030659
"FBgn0283439","CG46281","","protein_coding","3R",13028920,13030307
"FBgn0283440","solo","sisters on the loose","protein_coding","2L",15061656,15072133
"FBgn0283442","vas","vasa","protein_coding","2L",15061656,15074311
"FBgn0283450","Glo1","Glyoxalase 1","protein_coding","2R",7393546,7395932
"FBgn0283451","br","broad","protein_coding","X",1575132,1664869
"FBgn0283461","Drs","Drosomycin","protein_coding","3L",3369556,3369942
"FBgn0283467","PolD3","DNA polymerase delta subunit 3","protein_coding","2L",15254819,15256304
"FBgn0283468","slmb","supernumerary limbs","protein_coding","3R",21119252,21127485
"FBgn0283469","Vps4","Vacuolar protein sorting 4","protein_coding","X",17907692,17911097
"FBgn0283471","wupA","wings up A","protein_coding","X",18105568,18116922
"FBgn0283472","S6k","Ribosomal protein S6 kinase","protein_coding","3L",5797549,5810931
"FBgn0283473","S6KL","S6 Kinase Like","protein_coding","X",18788464,18806057
"FBgn0283476","Dhc16F","Dynein heavy chain at 16F","protein_coding","X",18064483,18078472
"FBgn0283477","SF2","Splicing factor 2","protein_coding","3R",16338943,16341988
"FBgn0283478","und","uninitiated","protein_coding","2L",9763369,9765338
"FBgn0283479","Alp1","Alkaline phosphatase 1","protein_coding","3L",21442227,21444819
"FBgn0283480","Alp2","Alkaline phosphatase 2","protein_coding","2R",22206005,22207987
"FBgn0283494","Ak2","Adenylate kinase 2","protein_coding","2R",24024207,24025877
"FBgn0283499","InR","Insulin-like receptor","protein_coding","3R",21570248,21619321
"FBgn0283500","Sac1","Sac1 phosphatase","protein_coding","3L",1247817,1250451
"FBgn0283501","lncRNA:CR46115","long non-coding RNA:CR46115","ncRNA","3R",30697380,30704118
"FBgn0283503","Neurl4","Neuralized E3 ubiquitin protein ligase 4","protein_coding","3L",14043694,14049892
"FBgn0283508","nw","narrow","protein_coding","2R",17502354,17508645
"FBgn0283509","Phm","Peptidylglycine-alpha-hydroxylating monooxygenase","protein_coding","2R",23985175,23988455
"FBgn0283510","Pal1","Peptidyl-alpha-hydroxyglycine-alpha-amidating lyase 1","protein_coding","2R",9959549,9963853
"FBgn0283521","lola","longitudinals lacking","protein_coding","2R",10481894,10543291
"FBgn0283525","l(2)10685","lethal (2) 10685","protein_coding","2L",1147822,1149449
"FBgn0283531","Duox","Dual oxidase","protein_coding","2L",2815970,2830248
"FBgn0283535","Vha26","Vacuolar H[+]-ATPase 26kD subunit","protein_coding","3R",5591763,5595356
"FBgn0283536","Vha13","Vacuolar H[+] ATPase 13kD subunit","protein_coding","3R",19643018,19644386
"FBgn0283545","vilya","vilya","protein_coding","X",2726678,2727568
"FBgn0283546","mir-9384","mir-9384 stem loop","ncRNA","3R",4748664,4748723
"FBgn0283547","mir-9376","mir-9376 stem loop","ncRNA","2R",22946867,22946942
"FBgn0283548","mir-9381","mir-9381 stem loop","ncRNA","3R",23983496,23983569
"FBgn0283549","mir-9372","mir-9372 stem loop","ncRNA","X",633691,633751
"FBgn0283550","mir-9382","mir-9382 stem loop","ncRNA","2L",12724957,12725025
"FBgn0283551","mir-9378","mir-9378 stem loop","ncRNA","2L",10751877,10751938
"FBgn0283553","mir-9379","mir-9379 stem loop","ncRNA","2R",13852845,13852901
"FBgn0283554","mir-9371","mir-9371 stem loop","ncRNA","3R",9989120,9989180
"FBgn0283555","mir-9373","mir-9373 stem loop","ncRNA","3R",19621080,19621138
"FBgn0283557","mir-9385","mir-9385 stem loop","ncRNA","4",400703,400765
"FBgn0283558","mir-9375","mir-9375 stem loop","ncRNA","3R",6451551,6451609
"FBgn0283559","mir-9377","mir-9377 stem loop","ncRNA","X",12665217,12665268
"FBgn0283560","mir-9380","mir-9380 stem loop","ncRNA","3R",8348702,8348778
"FBgn0283561","mir-9374","mir-9374 stem loop","ncRNA","2L",21238301,21238361
"FBgn0283562","mir-9383","mir-9383 stem loop","ncRNA","3R",15221795,15221855
"FBgn0283625","CG46298","","protein_coding","2R",10353368,10354389
"FBgn0283626","lncRNA:CR46299","long non-coding RNA:CR46299","ncRNA","3R",7318039,7318803
"FBgn0283627","CR46300","","pseudogene","3R",7418938,7420698
"FBgn0283637","mir-9370","mir-9370 stem loop","ncRNA","X",11710252,11710301
"FBgn0283638","mir-9388","mir-9388 stem loop","ncRNA","3L",22945116,22945207
"FBgn0283639","mir-9369","mir-9369 stem loop","ncRNA","X",19551318,19551379
"FBgn0283649","elgi","early girl","protein_coding","3L",15956550,15958433
"FBgn0283651","CG46301","","protein_coding","2L",14104090,14160587
"FBgn0283652","Rpp30","RNaseP protein p30","protein_coding","2L",251039,252373
"FBgn0283657","Tlk","Tousled-like kinase","protein_coding","X",3720007,3789770
"FBgn0283658","muc","midline uncoordinated","protein_coding","2L",7426866,7430329
"FBgn0283659","THG","tRNA-histidine guanylyltransferase","protein_coding","2L",15008489,15009724
"FBgn0283666","Rap2l","Ras-associated protein 2-like","protein_coding","2R",24063051,24065405
"FBgn0283678","Osi21","Osiris 21","protein_coding","2L",11284327,11285706
"FBgn0283680","IP3K2","Inositol 1,4,5-triphosphate kinase 2","protein_coding","X",13303633,13329303
"FBgn0283681","Tcs3","Threonyl-carbamoyl synthesis 3","protein_coding","3L",16351991,16353286
"FBgn0283682","Ge-1","Ge-1","protein_coding","2L",11095150,11100888
"FBgn0283712","LIMK1","LIM domain kinase 1","protein_coding","X",12584385,12592193
"FBgn0283724","Girdin","Girdin","protein_coding","3L",3178930,3185287
"FBgn0283728","CG31600","","protein_coding","2L",21914269,21915358
"FBgn0283741","prage","prage","protein_coding","X",1773719,1853667
"FBgn0284080","CG46302","","protein_coding","2R",854814,855571
"FBgn0284081","CG46303","","protein_coding","3R",5821972,5822435
"FBgn0284082","CG46304","","protein_coding","2L",18946305,18947082
"FBgn0284083","CG46305","","protein_coding","2R",10351533,10352161
"FBgn0284084","wg","wingless","protein_coding","2L",7307159,7316265
"FBgn0284220","Top2","Topoisomerase 2","protein_coding","2L",19447365,19453490
"FBgn0284221","Sema5c","Semaphorin 5c","protein_coding","3L",12067511,12081830
"FBgn0284222","CG46306","","protein_coding","X",16826681,16835520
"FBgn0284223","CG46307","","protein_coding","2L",21104568,21132909
"FBgn0284224","CG46308","","protein_coding","2L",13461774,13500427
"FBgn0284225","CG46309","","protein_coding","2L",16245835,16251788
"FBgn0284226","CG46310","","protein_coding","3R",23173873,23185642
"FBgn0284227","CG46311","","protein_coding","X",13563823,13590570
"FBgn0284228","CG46312","","protein_coding","X",15987166,15991974
"FBgn0284229","CG46313","","protein_coding","3R",26978541,26985706
"FBgn0284230","CG46314","","protein_coding","2L",21314360,21319527
"FBgn0284231","CG46315","","protein_coding","2R",17703335,17719346
"FBgn0284232","CG46316","","protein_coding","3R",24712780,24717430
"FBgn0284233","CG46317","","protein_coding","X",14261223,14264844
"FBgn0284234","CG46318","","protein_coding","3R",18680604,18685290
"FBgn0284235","CG46319","","protein_coding","2R",10124293,10137472
"FBgn0284236","CG46320","","protein_coding","3L",5664121,5749599
"FBgn0284237","CG46321","","protein_coding","2R",10205454,10227957
"FBgn0284238","lncRNA:CR46322","long non-coding RNA:CR46322","ncRNA","2R",10209724,10211347
"FBgn0284243","betaTub56D","beta-Tubulin at 56D","protein_coding","2R",19447319,19451600
